classifier_variant,benchmark,family,arm,pair_id,item_id,model,target_act,target_source,predicted_act,act_match,response_sha256
word_svm,mathtutorbench_pedagogy,standard,pedagogy,275,pedagogy-275,qwen3.5-4b,focus,exact_human_lookup,focus,1,21a239a1b5a1e8e76bf8c7e612eb6375396351a3ee20bd443743b8333d2229b2
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,275,pedagogy-275,qwen3.5-4b,focus,exact_human_lookup,focus,1,21a239a1b5a1e8e76bf8c7e612eb6375396351a3ee20bd443743b8333d2229b2
char_svm,mathtutorbench_pedagogy,standard,pedagogy,229,pedagogy-229,qwen3.5-4b,probing,exact_human_lookup,focus,0,8a9ee507a0624ff74b965302f42d69254086cdcaec94069ac82992bdb4776003
word_svm,mathtutorbench_pedagogy,standard,pedagogy,229,pedagogy-229,qwen3.5-4b,probing,exact_human_lookup,focus,0,8a9ee507a0624ff74b965302f42d69254086cdcaec94069ac82992bdb4776003
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,229,pedagogy-229,qwen3.5-4b,probing,exact_human_lookup,focus,0,8a9ee507a0624ff74b965302f42d69254086cdcaec94069ac82992bdb4776003
char_svm,mathtutorbench_pedagogy,standard,pedagogy,279,pedagogy-279,qwen3.5-4b,focus,exact_human_lookup,generic,0,dee2c354e41609e567db8b501d471c71d3e9c78efed6f54b6a3bb58c8fb42468
word_svm,mathtutorbench_pedagogy,standard,pedagogy,279,pedagogy-279,qwen3.5-4b,focus,exact_human_lookup,focus,1,dee2c354e41609e567db8b501d471c71d3e9c78efed6f54b6a3bb58c8fb42468
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,279,pedagogy-279,qwen3.5-4b,focus,exact_human_lookup,focus,1,dee2c354e41609e567db8b501d471c71d3e9c78efed6f54b6a3bb58c8fb42468
char_svm,mathtutorbench_pedagogy,standard,pedagogy,264,pedagogy-264,qwen3.5-4b,probing,exact_human_lookup,probing,1,2289764d33c1c8c398e0925862136b5a105729e2df42de5fe5db3ddab18d9b7b
word_svm,mathtutorbench_pedagogy,standard,pedagogy,264,pedagogy-264,qwen3.5-4b,probing,exact_human_lookup,probing,1,2289764d33c1c8c398e0925862136b5a105729e2df42de5fe5db3ddab18d9b7b
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,264,pedagogy-264,qwen3.5-4b,probing,exact_human_lookup,probing,1,2289764d33c1c8c398e0925862136b5a105729e2df42de5fe5db3ddab18d9b7b
char_svm,mathtutorbench_pedagogy,standard,pedagogy,309,pedagogy-309,qwen3.5-4b,probing,exact_human_lookup,focus,0,409ddc8dc66b512f6c6ee2d22043139d7cbfeea1bdf4a7f1e1374e14b4dbc253
word_svm,mathtutorbench_pedagogy,standard,pedagogy,309,pedagogy-309,qwen3.5-4b,probing,exact_human_lookup,focus,0,409ddc8dc66b512f6c6ee2d22043139d7cbfeea1bdf4a7f1e1374e14b4dbc253
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,309,pedagogy-309,qwen3.5-4b,probing,exact_human_lookup,focus,0,409ddc8dc66b512f6c6ee2d22043139d7cbfeea1bdf4a7f1e1374e14b4dbc253
char_svm,mathtutorbench_pedagogy,standard,pedagogy,266,pedagogy-266,qwen3.5-4b,probing,exact_human_lookup,probing,1,758bf99a1fc89008d692067a1d06c831e27bc32da745878f705ae09464449a16
word_svm,mathtutorbench_pedagogy,standard,pedagogy,266,pedagogy-266,qwen3.5-4b,probing,exact_human_lookup,probing,1,758bf99a1fc89008d692067a1d06c831e27bc32da745878f705ae09464449a16
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,266,pedagogy-266,qwen3.5-4b,probing,exact_human_lookup,probing,1,758bf99a1fc89008d692067a1d06c831e27bc32da745878f705ae09464449a16
char_svm,mathtutorbench_pedagogy,standard,pedagogy,278,pedagogy-278,qwen3.5-4b,focus,exact_human_lookup,probing,0,e2ca73989d454a126bf7d2064dab03af9bd391a31d018fd09ca2d894fd08afbd
word_svm,mathtutorbench_pedagogy,standard,pedagogy,278,pedagogy-278,qwen3.5-4b,focus,exact_human_lookup,focus,1,e2ca73989d454a126bf7d2064dab03af9bd391a31d018fd09ca2d894fd08afbd
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,278,pedagogy-278,qwen3.5-4b,focus,exact_human_lookup,probing,0,e2ca73989d454a126bf7d2064dab03af9bd391a31d018fd09ca2d894fd08afbd
char_svm,mathtutorbench_pedagogy,standard,pedagogy,268,pedagogy-268,qwen3.5-4b,probing,exact_human_lookup,probing,1,49155fca6014f4298d00f5640b99ef4d5c50d018afd6ed09d052af2f3cef612a
word_svm,mathtutorbench_pedagogy,standard,pedagogy,268,pedagogy-268,qwen3.5-4b,probing,exact_human_lookup,probing,1,49155fca6014f4298d00f5640b99ef4d5c50d018afd6ed09d052af2f3cef612a
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,268,pedagogy-268,qwen3.5-4b,probing,exact_human_lookup,probing,1,49155fca6014f4298d00f5640b99ef4d5c50d018afd6ed09d052af2f3cef612a
char_svm,mathtutorbench_pedagogy,standard,pedagogy,270,pedagogy-270,qwen3.5-4b,focus,exact_human_lookup,generic,0,0436c1099a2b545aa8e4fe43539aa98682fe735da2d54f45c19dcb38a7ee2a20
word_svm,mathtutorbench_pedagogy,standard,pedagogy,270,pedagogy-270,qwen3.5-4b,focus,exact_human_lookup,generic,0,0436c1099a2b545aa8e4fe43539aa98682fe735da2d54f45c19dcb38a7ee2a20
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,270,pedagogy-270,qwen3.5-4b,focus,exact_human_lookup,generic,0,0436c1099a2b545aa8e4fe43539aa98682fe735da2d54f45c19dcb38a7ee2a20
char_svm,mathtutorbench_pedagogy,standard,pedagogy,272,pedagogy-272,qwen3.5-4b,probing,exact_human_lookup,generic,0,09bb257a23cf5190129cbadede4bc7cfcab6a9c84d79c5a980c3b6181164c416
word_svm,mathtutorbench_pedagogy,standard,pedagogy,272,pedagogy-272,qwen3.5-4b,probing,exact_human_lookup,telling,0,09bb257a23cf5190129cbadede4bc7cfcab6a9c84d79c5a980c3b6181164c416
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,272,pedagogy-272,qwen3.5-4b,probing,exact_human_lookup,generic,0,09bb257a23cf5190129cbadede4bc7cfcab6a9c84d79c5a980c3b6181164c416
char_svm,mathtutorbench_pedagogy,standard,pedagogy,257,pedagogy-257,qwen3.5-4b,focus,exact_human_lookup,focus,1,0e8c29642559322bfabda1132ae9f2adeec0efc093e1bf295177a1651fb1dcaa
word_svm,mathtutorbench_pedagogy,standard,pedagogy,257,pedagogy-257,qwen3.5-4b,focus,exact_human_lookup,generic,0,0e8c29642559322bfabda1132ae9f2adeec0efc093e1bf295177a1651fb1dcaa
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,257,pedagogy-257,qwen3.5-4b,focus,exact_human_lookup,probing,0,0e8c29642559322bfabda1132ae9f2adeec0efc093e1bf295177a1651fb1dcaa
char_svm,mathtutorbench_pedagogy,standard,pedagogy,271,pedagogy-271,qwen3.5-4b,probing,exact_human_lookup,probing,1,1a0a7cc4c2b96f9d7028bee686d4ec574c1848117f5d40295785530d6b3715e9
word_svm,mathtutorbench_pedagogy,standard,pedagogy,271,pedagogy-271,qwen3.5-4b,probing,exact_human_lookup,probing,1,1a0a7cc4c2b96f9d7028bee686d4ec574c1848117f5d40295785530d6b3715e9
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,271,pedagogy-271,qwen3.5-4b,probing,exact_human_lookup,probing,1,1a0a7cc4c2b96f9d7028bee686d4ec574c1848117f5d40295785530d6b3715e9
char_svm,mathtutorbench_pedagogy,standard,pedagogy,296,pedagogy-296,qwen3.5-4b,focus,exact_human_lookup,probing,0,9c7a0cc19b8f14a9af6809060e5963d248410df53d1b373864199db9c497ec12
word_svm,mathtutorbench_pedagogy,standard,pedagogy,296,pedagogy-296,qwen3.5-4b,focus,exact_human_lookup,focus,1,9c7a0cc19b8f14a9af6809060e5963d248410df53d1b373864199db9c497ec12
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,296,pedagogy-296,qwen3.5-4b,focus,exact_human_lookup,focus,1,9c7a0cc19b8f14a9af6809060e5963d248410df53d1b373864199db9c497ec12
char_svm,mathtutorbench_pedagogy,standard,pedagogy,303,pedagogy-303,qwen3.5-4b,focus,exact_human_lookup,probing,0,8dc5149c8b507dd5ee7f842647b72eee93c5423c1ebe3e350a1ca9cb8f1944ec
word_svm,mathtutorbench_pedagogy,standard,pedagogy,303,pedagogy-303,qwen3.5-4b,focus,exact_human_lookup,probing,0,8dc5149c8b507dd5ee7f842647b72eee93c5423c1ebe3e350a1ca9cb8f1944ec
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,303,pedagogy-303,qwen3.5-4b,focus,exact_human_lookup,probing,0,8dc5149c8b507dd5ee7f842647b72eee93c5423c1ebe3e350a1ca9cb8f1944ec
char_svm,mathtutorbench_pedagogy,standard,pedagogy,285,pedagogy-285,qwen3.5-4b,probing,exact_human_lookup,focus,0,e1f60de5eccd62ee4dad0a6b8d23bc61dbe6daaa9e06f3de6e177996e22e2c4b
word_svm,mathtutorbench_pedagogy,standard,pedagogy,285,pedagogy-285,qwen3.5-4b,probing,exact_human_lookup,focus,0,e1f60de5eccd62ee4dad0a6b8d23bc61dbe6daaa9e06f3de6e177996e22e2c4b
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,285,pedagogy-285,qwen3.5-4b,probing,exact_human_lookup,focus,0,e1f60de5eccd62ee4dad0a6b8d23bc61dbe6daaa9e06f3de6e177996e22e2c4b
char_svm,mathtutorbench_pedagogy,standard,pedagogy,265,pedagogy-265,qwen3.5-4b,focus,exact_human_lookup,focus,1,e8c6621f041a665fc7782c09f9dd52d1340662a8c1b62ad59860ef30882feefa
word_svm,mathtutorbench_pedagogy,standard,pedagogy,265,pedagogy-265,qwen3.5-4b,focus,exact_human_lookup,telling,0,e8c6621f041a665fc7782c09f9dd52d1340662a8c1b62ad59860ef30882feefa
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,265,pedagogy-265,qwen3.5-4b,focus,exact_human_lookup,telling,0,e8c6621f041a665fc7782c09f9dd52d1340662a8c1b62ad59860ef30882feefa
char_svm,mathtutorbench_pedagogy,standard,pedagogy,267,pedagogy-267,qwen3.5-4b,probing,exact_human_lookup,probing,1,1420a345154955978d5a211216133ef3aed8bfe9572b4290c324687129cd18bd
word_svm,mathtutorbench_pedagogy,standard,pedagogy,267,pedagogy-267,qwen3.5-4b,probing,exact_human_lookup,probing,1,1420a345154955978d5a211216133ef3aed8bfe9572b4290c324687129cd18bd
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,267,pedagogy-267,qwen3.5-4b,probing,exact_human_lookup,probing,1,1420a345154955978d5a211216133ef3aed8bfe9572b4290c324687129cd18bd
char_svm,mathtutorbench_pedagogy,standard,pedagogy,289,pedagogy-289,qwen3.5-4b,focus,exact_human_lookup,telling,0,aba677ec887f6af6e78b7cc8582b947f01dac7a7e16822312b645187f20795b2
word_svm,mathtutorbench_pedagogy,standard,pedagogy,289,pedagogy-289,qwen3.5-4b,focus,exact_human_lookup,generic,0,aba677ec887f6af6e78b7cc8582b947f01dac7a7e16822312b645187f20795b2
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,289,pedagogy-289,qwen3.5-4b,focus,exact_human_lookup,focus,1,aba677ec887f6af6e78b7cc8582b947f01dac7a7e16822312b645187f20795b2
char_svm,mathtutorbench_pedagogy,standard,pedagogy,290,pedagogy-290,qwen3.5-4b,focus,exact_human_lookup,probing,0,3df9ab11867f62711650bd4edb98f0ccbb28aac68c7570a2cab9461250e494d2
word_svm,mathtutorbench_pedagogy,standard,pedagogy,290,pedagogy-290,qwen3.5-4b,focus,exact_human_lookup,probing,0,3df9ab11867f62711650bd4edb98f0ccbb28aac68c7570a2cab9461250e494d2
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,290,pedagogy-290,qwen3.5-4b,focus,exact_human_lookup,probing,0,3df9ab11867f62711650bd4edb98f0ccbb28aac68c7570a2cab9461250e494d2
char_svm,mathtutorbench_pedagogy,standard,pedagogy,294,pedagogy-294,qwen3.5-4b,focus,exact_human_lookup,focus,1,a7d39389d73a1e0d0ec9511fd89850c3556e26f0ffb928d205408e409f35c073
word_svm,mathtutorbench_pedagogy,standard,pedagogy,294,pedagogy-294,qwen3.5-4b,focus,exact_human_lookup,probing,0,a7d39389d73a1e0d0ec9511fd89850c3556e26f0ffb928d205408e409f35c073
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,294,pedagogy-294,qwen3.5-4b,focus,exact_human_lookup,focus,1,a7d39389d73a1e0d0ec9511fd89850c3556e26f0ffb928d205408e409f35c073
char_svm,mathtutorbench_pedagogy,standard,pedagogy,288,pedagogy-288,qwen3.5-4b,probing,exact_human_lookup,telling,0,c3ede3deb662a620ac171bc13f1ff0be0cee188c479ca06eec60960a971bce09
word_svm,mathtutorbench_pedagogy,standard,pedagogy,288,pedagogy-288,qwen3.5-4b,probing,exact_human_lookup,telling,0,c3ede3deb662a620ac171bc13f1ff0be0cee188c479ca06eec60960a971bce09
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,288,pedagogy-288,qwen3.5-4b,probing,exact_human_lookup,focus,0,c3ede3deb662a620ac171bc13f1ff0be0cee188c479ca06eec60960a971bce09
char_svm,mathtutorbench_pedagogy,standard,pedagogy,293,pedagogy-293,qwen3.5-4b,focus,exact_human_lookup,focus,1,eab4effb3305e0ccd51de4e61baf8353db771711669dd605f3710173f880715d
word_svm,mathtutorbench_pedagogy,standard,pedagogy,293,pedagogy-293,qwen3.5-4b,focus,exact_human_lookup,probing,0,eab4effb3305e0ccd51de4e61baf8353db771711669dd605f3710173f880715d
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,293,pedagogy-293,qwen3.5-4b,focus,exact_human_lookup,focus,1,eab4effb3305e0ccd51de4e61baf8353db771711669dd605f3710173f880715d
char_svm,mathtutorbench_pedagogy,standard,pedagogy,295,pedagogy-295,qwen3.5-4b,focus,exact_human_lookup,focus,1,1a319fc72f408067cfbd781ffe79facd377ca9ad95339db96a030fc2acbac582
word_svm,mathtutorbench_pedagogy,standard,pedagogy,295,pedagogy-295,qwen3.5-4b,focus,exact_human_lookup,focus,1,1a319fc72f408067cfbd781ffe79facd377ca9ad95339db96a030fc2acbac582
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,295,pedagogy-295,qwen3.5-4b,focus,exact_human_lookup,focus,1,1a319fc72f408067cfbd781ffe79facd377ca9ad95339db96a030fc2acbac582
char_svm,mathtutorbench_pedagogy,standard,pedagogy,269,pedagogy-269,qwen3.5-4b,probing,exact_human_lookup,probing,1,b11b3fc5aaa12b62d136ccc8f50c2ee44699134d73b5bb843061b81bc02679b5
word_svm,mathtutorbench_pedagogy,standard,pedagogy,269,pedagogy-269,qwen3.5-4b,probing,exact_human_lookup,probing,1,b11b3fc5aaa12b62d136ccc8f50c2ee44699134d73b5bb843061b81bc02679b5
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,269,pedagogy-269,qwen3.5-4b,probing,exact_human_lookup,probing,1,b11b3fc5aaa12b62d136ccc8f50c2ee44699134d73b5bb843061b81bc02679b5
char_svm,mathtutorbench_pedagogy,standard,pedagogy,304,pedagogy-304,qwen3.5-4b,focus,exact_human_lookup,probing,0,993f3f6553104a35834860fc9cdeefa5afe25012266434fdb98e7f5dee1d9473
word_svm,mathtutorbench_pedagogy,standard,pedagogy,304,pedagogy-304,qwen3.5-4b,focus,exact_human_lookup,probing,0,993f3f6553104a35834860fc9cdeefa5afe25012266434fdb98e7f5dee1d9473
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,304,pedagogy-304,qwen3.5-4b,focus,exact_human_lookup,probing,0,993f3f6553104a35834860fc9cdeefa5afe25012266434fdb98e7f5dee1d9473
char_svm,mathtutorbench_pedagogy,standard,pedagogy,292,pedagogy-292,qwen3.5-4b,focus,exact_human_lookup,generic,0,d2cd50efe664b9a0fcde9972d29240ceef37dda45c7ec1ba9e33bb9842743588
word_svm,mathtutorbench_pedagogy,standard,pedagogy,292,pedagogy-292,qwen3.5-4b,focus,exact_human_lookup,focus,1,d2cd50efe664b9a0fcde9972d29240ceef37dda45c7ec1ba9e33bb9842743588
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,292,pedagogy-292,qwen3.5-4b,focus,exact_human_lookup,focus,1,d2cd50efe664b9a0fcde9972d29240ceef37dda45c7ec1ba9e33bb9842743588
char_svm,mathtutorbench_pedagogy,standard,pedagogy,307,pedagogy-307,qwen3.5-4b,probing,exact_human_lookup,focus,0,e2f2c2ab0d9f51a5c73e97aa1c48b06a1fbd73fc8c8574b93311ff81ce23892a
word_svm,mathtutorbench_pedagogy,standard,pedagogy,307,pedagogy-307,qwen3.5-4b,probing,exact_human_lookup,focus,0,e2f2c2ab0d9f51a5c73e97aa1c48b06a1fbd73fc8c8574b93311ff81ce23892a
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,307,pedagogy-307,qwen3.5-4b,probing,exact_human_lookup,focus,0,e2f2c2ab0d9f51a5c73e97aa1c48b06a1fbd73fc8c8574b93311ff81ce23892a
char_svm,mathtutorbench_pedagogy,standard,pedagogy,291,pedagogy-291,qwen3.5-4b,focus,exact_human_lookup,probing,0,d58b8ee2ec3d2d283ce4d6224b0ab537f14ff2265028508bf7405c3cf29b5563
word_svm,mathtutorbench_pedagogy,standard,pedagogy,291,pedagogy-291,qwen3.5-4b,focus,exact_human_lookup,focus,1,d58b8ee2ec3d2d283ce4d6224b0ab537f14ff2265028508bf7405c3cf29b5563
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,291,pedagogy-291,qwen3.5-4b,focus,exact_human_lookup,focus,1,d58b8ee2ec3d2d283ce4d6224b0ab537f14ff2265028508bf7405c3cf29b5563
char_svm,mathtutorbench_pedagogy,standard,pedagogy,298,pedagogy-298,qwen3.5-4b,focus,exact_human_lookup,focus,1,b263326f75c8bc0083026907f5823cfa86adf885011a48c850065919b7fef475
word_svm,mathtutorbench_pedagogy,standard,pedagogy,298,pedagogy-298,qwen3.5-4b,focus,exact_human_lookup,focus,1,b263326f75c8bc0083026907f5823cfa86adf885011a48c850065919b7fef475
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,298,pedagogy-298,qwen3.5-4b,focus,exact_human_lookup,focus,1,b263326f75c8bc0083026907f5823cfa86adf885011a48c850065919b7fef475
char_svm,mathtutorbench_pedagogy,standard,pedagogy,313,pedagogy-313,qwen3.5-4b,focus,exact_human_lookup,focus,1,8f6b1f59acb1cd19f84d4c8d632ed0586897cea3a530946240eac78ee4edfa7f
word_svm,mathtutorbench_pedagogy,standard,pedagogy,313,pedagogy-313,qwen3.5-4b,focus,exact_human_lookup,focus,1,8f6b1f59acb1cd19f84d4c8d632ed0586897cea3a530946240eac78ee4edfa7f
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,313,pedagogy-313,qwen3.5-4b,focus,exact_human_lookup,focus,1,8f6b1f59acb1cd19f84d4c8d632ed0586897cea3a530946240eac78ee4edfa7f
char_svm,mathtutorbench_pedagogy,standard,pedagogy,310,pedagogy-310,qwen3.5-4b,focus,exact_human_lookup,probing,0,9b89168ada791f4cd7b4cb8d4667543092ad1fbc88c8e899d15487a9c9f2425e
word_svm,mathtutorbench_pedagogy,standard,pedagogy,310,pedagogy-310,qwen3.5-4b,focus,exact_human_lookup,probing,0,9b89168ada791f4cd7b4cb8d4667543092ad1fbc88c8e899d15487a9c9f2425e
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,310,pedagogy-310,qwen3.5-4b,focus,exact_human_lookup,probing,0,9b89168ada791f4cd7b4cb8d4667543092ad1fbc88c8e899d15487a9c9f2425e
char_svm,mathtutorbench_pedagogy,standard,pedagogy,305,pedagogy-305,qwen3.5-4b,focus,exact_human_lookup,probing,0,b71bcb362f56c00ce8ad14e6cad38f9e6b1527967df716b07a4f73c6cdb0aefd
word_svm,mathtutorbench_pedagogy,standard,pedagogy,305,pedagogy-305,qwen3.5-4b,focus,exact_human_lookup,generic,0,b71bcb362f56c00ce8ad14e6cad38f9e6b1527967df716b07a4f73c6cdb0aefd
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,305,pedagogy-305,qwen3.5-4b,focus,exact_human_lookup,generic,0,b71bcb362f56c00ce8ad14e6cad38f9e6b1527967df716b07a4f73c6cdb0aefd
char_svm,mathtutorbench_pedagogy,standard,pedagogy,338,pedagogy-338,qwen3.5-4b,probing,exact_human_lookup,focus,0,0d890b708e19a15a34bdec36d22155d78de03852b1e3974210911aa6a007ded3
word_svm,mathtutorbench_pedagogy,standard,pedagogy,338,pedagogy-338,qwen3.5-4b,probing,exact_human_lookup,focus,0,0d890b708e19a15a34bdec36d22155d78de03852b1e3974210911aa6a007ded3
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,338,pedagogy-338,qwen3.5-4b,probing,exact_human_lookup,focus,0,0d890b708e19a15a34bdec36d22155d78de03852b1e3974210911aa6a007ded3
char_svm,mathtutorbench_pedagogy,standard,pedagogy,282,pedagogy-282,qwen3.5-4b,focus,exact_human_lookup,generic,0,e6f9309107943fd0a1f97fe48fad96c8d541365c810ff71b035fe254122b59dd
word_svm,mathtutorbench_pedagogy,standard,pedagogy,282,pedagogy-282,qwen3.5-4b,focus,exact_human_lookup,telling,0,e6f9309107943fd0a1f97fe48fad96c8d541365c810ff71b035fe254122b59dd
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,282,pedagogy-282,qwen3.5-4b,focus,exact_human_lookup,generic,0,e6f9309107943fd0a1f97fe48fad96c8d541365c810ff71b035fe254122b59dd
char_svm,mathtutorbench_pedagogy,standard,pedagogy,308,pedagogy-308,qwen3.5-4b,probing,exact_human_lookup,probing,1,9c713405e1c549dae35d5ebd007c33b892e542ad65118d4f9f9d2146864587d5
word_svm,mathtutorbench_pedagogy,standard,pedagogy,308,pedagogy-308,qwen3.5-4b,probing,exact_human_lookup,probing,1,9c713405e1c549dae35d5ebd007c33b892e542ad65118d4f9f9d2146864587d5
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,308,pedagogy-308,qwen3.5-4b,probing,exact_human_lookup,probing,1,9c713405e1c549dae35d5ebd007c33b892e542ad65118d4f9f9d2146864587d5
char_svm,mathtutorbench_pedagogy,standard,pedagogy,306,pedagogy-306,qwen3.5-4b,focus,exact_human_lookup,probing,0,c6d5270ab0812f047fa9ca2ddc880bc9473050fa8ca40c05f9f03ecf12fd4b88
word_svm,mathtutorbench_pedagogy,standard,pedagogy,306,pedagogy-306,qwen3.5-4b,focus,exact_human_lookup,focus,1,c6d5270ab0812f047fa9ca2ddc880bc9473050fa8ca40c05f9f03ecf12fd4b88
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,306,pedagogy-306,qwen3.5-4b,focus,exact_human_lookup,probing,0,c6d5270ab0812f047fa9ca2ddc880bc9473050fa8ca40c05f9f03ecf12fd4b88
char_svm,mathtutorbench_pedagogy,standard,pedagogy,301,pedagogy-301,qwen3.5-4b,focus,exact_human_lookup,focus,1,0bb14f88c00b6bee2dcf4359c97c0950c5e11d7c3727f566728cd059754b6e85
word_svm,mathtutorbench_pedagogy,standard,pedagogy,301,pedagogy-301,qwen3.5-4b,focus,exact_human_lookup,focus,1,0bb14f88c00b6bee2dcf4359c97c0950c5e11d7c3727f566728cd059754b6e85
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,301,pedagogy-301,qwen3.5-4b,focus,exact_human_lookup,focus,1,0bb14f88c00b6bee2dcf4359c97c0950c5e11d7c3727f566728cd059754b6e85
char_svm,mathtutorbench_pedagogy,standard,pedagogy,302,pedagogy-302,qwen3.5-4b,focus,exact_human_lookup,focus,1,ad71d1295fe4ddfe91757d55066dc99ad20f9acb8b7d9f039910814b0f797ddf
word_svm,mathtutorbench_pedagogy,standard,pedagogy,302,pedagogy-302,qwen3.5-4b,focus,exact_human_lookup,focus,1,ad71d1295fe4ddfe91757d55066dc99ad20f9acb8b7d9f039910814b0f797ddf
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,302,pedagogy-302,qwen3.5-4b,focus,exact_human_lookup,focus,1,ad71d1295fe4ddfe91757d55066dc99ad20f9acb8b7d9f039910814b0f797ddf
char_svm,mathtutorbench_pedagogy,standard,pedagogy,297,pedagogy-297,qwen3.5-4b,focus,exact_human_lookup,probing,0,4fd6e707cf6adcd9da12e041b706c23deee73a113223932f71cec8b4e0dfa849
word_svm,mathtutorbench_pedagogy,standard,pedagogy,297,pedagogy-297,qwen3.5-4b,focus,exact_human_lookup,focus,1,4fd6e707cf6adcd9da12e041b706c23deee73a113223932f71cec8b4e0dfa849
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,297,pedagogy-297,qwen3.5-4b,focus,exact_human_lookup,probing,0,4fd6e707cf6adcd9da12e041b706c23deee73a113223932f71cec8b4e0dfa849
char_svm,mathtutorbench_pedagogy,standard,pedagogy,299,pedagogy-299,qwen3.5-4b,focus,exact_human_lookup,probing,0,ce2eea11aee57cc0c841a6be8474d1967e20d59867e877ba6bef44a42c2f3a32
word_svm,mathtutorbench_pedagogy,standard,pedagogy,299,pedagogy-299,qwen3.5-4b,focus,exact_human_lookup,probing,0,ce2eea11aee57cc0c841a6be8474d1967e20d59867e877ba6bef44a42c2f3a32
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,299,pedagogy-299,qwen3.5-4b,focus,exact_human_lookup,probing,0,ce2eea11aee57cc0c841a6be8474d1967e20d59867e877ba6bef44a42c2f3a32
char_svm,mathtutorbench_pedagogy,standard,pedagogy,311,pedagogy-311,qwen3.5-4b,probing,exact_human_lookup,probing,1,213119ecf39364cf04e0d9ae69e7717c261439955cf36ddb5a75440167cbdf13
word_svm,mathtutorbench_pedagogy,standard,pedagogy,311,pedagogy-311,qwen3.5-4b,probing,exact_human_lookup,generic,0,213119ecf39364cf04e0d9ae69e7717c261439955cf36ddb5a75440167cbdf13
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,311,pedagogy-311,qwen3.5-4b,probing,exact_human_lookup,probing,1,213119ecf39364cf04e0d9ae69e7717c261439955cf36ddb5a75440167cbdf13
char_svm,mathtutorbench_pedagogy,standard,pedagogy,319,pedagogy-319,qwen3.5-4b,probing,exact_human_lookup,focus,0,b68cb04711e7271cfc8dc241c0aff075bcca08fccde2e13780051db8b27e321c
word_svm,mathtutorbench_pedagogy,standard,pedagogy,319,pedagogy-319,qwen3.5-4b,probing,exact_human_lookup,probing,1,b68cb04711e7271cfc8dc241c0aff075bcca08fccde2e13780051db8b27e321c
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,319,pedagogy-319,qwen3.5-4b,probing,exact_human_lookup,probing,1,b68cb04711e7271cfc8dc241c0aff075bcca08fccde2e13780051db8b27e321c
char_svm,mathtutorbench_pedagogy,standard,pedagogy,333,pedagogy-333,qwen3.5-4b,focus,exact_human_lookup,probing,0,2e4df9a6f4c9cbba65eff7648f6f4367d339d62b6876105ff5169fc8626ea6fa
word_svm,mathtutorbench_pedagogy,standard,pedagogy,333,pedagogy-333,qwen3.5-4b,focus,exact_human_lookup,focus,1,2e4df9a6f4c9cbba65eff7648f6f4367d339d62b6876105ff5169fc8626ea6fa
hybrid_svm,mathtutorbench_pedagogy,standard,pedagogy,333,pedagogy-333,qwen3.5-4b,focus,exact_human_lookup,focus,1,2e4df9a6f4c9cbba65eff7648f6f4367d339d62b6876105ff5169fc8626ea6fa
