template,domain,source_family,progress,affect,cue_pole,cue_family,arm,model,repeat,request_id,blind_id
exclusive_or,logic_and_data,exclusive_or,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,0,cue_transfer_v4:exclusive_or:peer_control:wrong_attempt:calm:repeat0:glm-5.3,7fcaf105817d9bc58612
right_triangle,mathematics,pythagorean_length,wrong_attempt,calm,calm,3,explicit,MiniMax-M2.7,0,cue_transfer_v4:right_triangle:explicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,2c2db5d1e50c7aa4f4a8
relative_clause,language,relative_clause_attachment,wrong_attempt,calm,calm,3,explicit,deepseek-v4-pro,0,cue_transfer_v4:relative_clause:explicit:wrong_attempt:calm:repeat0:deepseek-v4-pro,7c2e917a752146113004
radioactive_half_life,science,half_life,correct_partial,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:radioactive_half_life:canonical:correct_partial:frustrated:repeat1:deepseek-v4-pro,ac05e1d9834186db3042
distinct_arrangements,mathematics,factorial_counting,correct_partial,calm,calm,1,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:distinct_arrangements:implicit:correct_partial:calm:repeat0:doubao-seed-2.0-lite,202742cf1ee731e373d5
metaphor_identification,language,figurative_metaphor,correct_partial,frustrated,frustrated,2,implicit,glm-5.3,1,cue_transfer_v4:metaphor_identification:implicit:correct_partial:frustrated:repeat1:glm-5.3,0e5d8c65b277d8835eaa
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:signed_temperature:peer_control:correct_partial:calm:repeat1:doubao-seed-2.0-lite,15ed2a4e46fefa29b5bf
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:sampling_bias:canonical:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,efe8b13b78d2ac44812b
question_quotation,language,direct_speech_punctuation,wrong_attempt,calm,calm,1,implicit,MiniMax-M2.7,1,cue_transfer_v4:question_quotation:implicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,31cc8292a97019ac5e09
median_order,mathematics,median,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:median_order:canonical:correct_partial:frustrated:repeat0:MiniMax-M2.7,680b42c3907bbd422ebf
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,3,implicit,glm-5.3,0,cue_transfer_v4:prism_volume:implicit:wrong_attempt:calm:repeat0:glm-5.3,3adbb4c114773122e36d
common_multiple,mathematics,least_common_multiple,wrong_attempt,calm,frustrated,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:common_multiple:peer_control:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,081a9b2a35a8d5524e5c
radioactive_half_life,science,half_life,correct_partial,frustrated,frustrated,2,explicit,MiniMax-M3,1,cue_transfer_v4:radioactive_half_life:explicit:correct_partial:frustrated:repeat1:MiniMax-M3,dd8b43ce843eea3889e6
shortest_path,logic_and_data,weighted_graph_path,wrong_attempt,frustrated,frustrated,1,implicit,glm-5.3,0,cue_transfer_v4:shortest_path:implicit:wrong_attempt:frustrated:repeat0:glm-5.3,56f7c7b8916089acab7b
prism_volume,mathematics,rectangular_prism_volume,correct_partial,frustrated,frustrated,2,explicit,glm-5.3,0,cue_transfer_v4:prism_volume:explicit:correct_partial:frustrated:repeat0:glm-5.3,6c2e308ccc2e3baf1cc6
common_multiple,mathematics,least_common_multiple,correct_partial,calm,calm,2,explicit,MiniMax-M3,0,cue_transfer_v4:common_multiple:explicit:correct_partial:calm:repeat0:MiniMax-M3,0bebdc2a639354a64f3e
shortest_path,logic_and_data,weighted_graph_path,correct_partial,calm,calm,fixed,peer_control,glm-5.3,0,cue_transfer_v4:shortest_path:peer_control:correct_partial:calm:repeat0:glm-5.3,d20b612fc386a6abcb07
radioactive_half_life,science,half_life,wrong_attempt,calm,frustrated,fixed,peer_control,glm-5.3,1,cue_transfer_v4:radioactive_half_life:peer_control:wrong_attempt:frustrated:repeat1:glm-5.3,2f303d7a48ef08b7b848
triangle_area,mathematics,triangle_area,wrong_attempt,calm,calm,1,explicit,MiniMax-M2.7,1,cue_transfer_v4:triangle_area:explicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,15361818a8566e41c723
question_quotation,language,direct_speech_punctuation,wrong_attempt,calm,calm,1,implicit,glm-5.3,0,cue_transfer_v4:question_quotation:implicit:wrong_attempt:calm:repeat0:glm-5.3,009d6e76269b70c763ce
triangle_area,mathematics,triangle_area,correct_partial,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:triangle_area:peer_control:correct_partial:frustrated:repeat0:deepseek-v4-pro,3ea87b7a9d912b4a0352
trophic_transfer,science,trophic_energy_transfer,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:trophic_transfer:canonical:correct_partial:calm:repeat0:MiniMax-M2.7,cd7a0bb348dc5b9b0e27
common_multiple,mathematics,least_common_multiple,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:common_multiple:peer_control:wrong_attempt:calm:repeat1:MiniMax-M3,4659a23f6906abd65fcb
turning_moment,science,turning_moment,wrong_attempt,frustrated,frustrated,3,implicit,MiniMax-M3,0,cue_transfer_v4:turning_moment:implicit:wrong_attempt:frustrated:repeat0:MiniMax-M3,17b822f60f9947562d6e
question_quotation,language,direct_speech_punctuation,wrong_attempt,calm,calm,0,explicit,MiniMax-M2.7,0,cue_transfer_v4:question_quotation:explicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,924e4498ae382711db4b
sampling_bias,logic_and_data,sampling_frame_bias,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:sampling_bias:canonical:wrong_attempt:calm:repeat1:deepseek-v4-pro,1ee2c20098e8af8e15df
gas_volume,science,boyles_law,correct_partial,calm,calm,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:gas_volume:peer_control:correct_partial:calm:repeat1:deepseek-v4-pro,ea33400a23b1544a0cf4
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:sampling_bias:canonical:correct_partial:frustrated:repeat1:deepseek-v4-pro,7815e373ce2cbe8f402a
trophic_transfer,science,trophic_energy_transfer,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:trophic_transfer:canonical:correct_partial:frustrated:repeat0:MiniMax-M3,b3b667f0893ed7b78cf2
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,calm,2,explicit,deepseek-v4-pro,1,cue_transfer_v4:prism_volume:explicit:correct_partial:calm:repeat1:deepseek-v4-pro,ccd875ab8d0f985689ce
metaphor_identification,language,figurative_metaphor,wrong_attempt,calm,calm,2,implicit,doubao-seed-2.0-lite,1,cue_transfer_v4:metaphor_identification:implicit:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,19a24d7d81f533845848
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:pigeonhole_guarantee:peer_control:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,76e0a0a5937822866cbc
triangle_area,mathematics,triangle_area,wrong_attempt,frustrated,frustrated,2,implicit,MiniMax-M3,1,cue_transfer_v4:triangle_area:implicit:wrong_attempt:frustrated:repeat1:MiniMax-M3,2fb65d1059de8aed80e3
plural_possession,language,apostrophe_possession,wrong_attempt,calm,calm,2,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:plural_possession:explicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,ca125ce084f6809b65a7
homophone_choice,language,homophone_selection,correct_partial,frustrated,frustrated,3,explicit,glm-5.3,0,cue_transfer_v4:homophone_choice:explicit:correct_partial:frustrated:repeat0:glm-5.3,b6a3f24701f78b5c9dc0
parallel_structure,language,parallel_structure,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:parallel_structure:canonical:correct_partial:calm:repeat0:deepseek-v4-pro,bb0bc897f3bfd73f33ec
exclusive_or,logic_and_data,exclusive_or,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:exclusive_or:canonical:wrong_attempt:calm:repeat1:MiniMax-M2.7,7f81d2d161ceb4c75233
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,frustrated,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:signed_temperature:peer_control:correct_partial:frustrated:repeat1:deepseek-v4-pro,15ec30e085a394bc15a4
relative_clause,language,relative_clause_attachment,correct_partial,calm,calm,3,explicit,MiniMax-M2.7,1,cue_transfer_v4:relative_clause:explicit:correct_partial:calm:repeat1:MiniMax-M2.7,f6e2f6ff2b5a84e34cc4
homophone_choice,language,homophone_selection,wrong_attempt,frustrated,frustrated,3,explicit,MiniMax-M2.7,1,cue_transfer_v4:homophone_choice:explicit:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,b8827b6d65362dc33613
common_multiple,mathematics,least_common_multiple,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:common_multiple:peer_control:correct_partial:frustrated:repeat0:MiniMax-M3,1a9a650851bb90751070
metaphor_identification,language,figurative_metaphor,correct_partial,calm,calm,2,implicit,MiniMax-M3,0,cue_transfer_v4:metaphor_identification:implicit:correct_partial:calm:repeat0:MiniMax-M3,293abdff698ec6540d82
binary_search_update,logic_and_data,binary_search_interval,wrong_attempt,frustrated,frustrated,1,explicit,MiniMax-M3,1,cue_transfer_v4:binary_search_update:explicit:wrong_attempt:frustrated:repeat1:MiniMax-M3,32ac37e5e4ea9b970382
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,0,explicit,MiniMax-M2.7,0,cue_transfer_v4:contrast_connective:explicit:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,af024cd7283cb2361704
metaphor_identification,language,figurative_metaphor,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:metaphor_identification:peer_control:correct_partial:calm:repeat0:MiniMax-M2.7,e1ef3f9be9562e400e48
turning_moment,science,turning_moment,wrong_attempt,calm,calm,3,implicit,glm-5.3,1,cue_transfer_v4:turning_moment:implicit:wrong_attempt:calm:repeat1:glm-5.3,28c7509176c109590c07
distinct_arrangements,mathematics,factorial_counting,correct_partial,calm,calm,0,explicit,glm-5.3,1,cue_transfer_v4:distinct_arrangements:explicit:correct_partial:calm:repeat1:glm-5.3,e9ae9bbe17b92eb27e77
question_quotation,language,direct_speech_punctuation,wrong_attempt,calm,calm,fixed,canonical,doubao-seed-2.0-lite,0,cue_transfer_v4:question_quotation:canonical:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,dacda04abc4e7fe6188d
median_order,mathematics,median,wrong_attempt,calm,calm,1,explicit,MiniMax-M2.7,1,cue_transfer_v4:median_order:explicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,5fa041bf8bc744c978ac
common_multiple,mathematics,least_common_multiple,correct_partial,frustrated,frustrated,2,explicit,MiniMax-M3,0,cue_transfer_v4:common_multiple:explicit:correct_partial:frustrated:repeat0:MiniMax-M3,97f8e8d1fed5a65f8777
signed_temperature,mathematics,signed_integer_addition,wrong_attempt,calm,calm,3,explicit,glm-5.3,0,cue_transfer_v4:signed_temperature:explicit:wrong_attempt:calm:repeat0:glm-5.3,7cde65a72fe4c1e2e100
distinct_arrangements,mathematics,factorial_counting,correct_partial,frustrated,frustrated,1,implicit,glm-5.3,0,cue_transfer_v4:distinct_arrangements:implicit:correct_partial:frustrated:repeat0:glm-5.3,51aad2a6baef4846b75b
binary_search_update,logic_and_data,binary_search_interval,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:binary_search_update:peer_control:correct_partial:calm:repeat1:MiniMax-M2.7,b66825613c359343a7fa
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:signed_temperature:peer_control:correct_partial:frustrated:repeat0:MiniMax-M2.7,e5332b0941f173c0ab41
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,calm,3,explicit,MiniMax-M2.7,1,cue_transfer_v4:trophic_transfer:explicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,70727d866ecc71a3b5c4
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:trophic_transfer:canonical:wrong_attempt:calm:repeat1:deepseek-v4-pro,81e27c5da0102680f422
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,0,explicit,deepseek-v4-pro,0,cue_transfer_v4:contrast_connective:explicit:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,ea3438dcfdb2ace68e8f
question_quotation,language,direct_speech_punctuation,correct_partial,frustrated,frustrated,1,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:question_quotation:implicit:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,a69bab5e667a7b890d57
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:trophic_transfer:canonical:wrong_attempt:calm:repeat1:MiniMax-M3,e3249abb4a7aeb7eca50
distinct_allocation,logic_and_data,all_different_constraint,wrong_attempt,frustrated,frustrated,3,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:distinct_allocation:explicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,b2d366be8fe5eea41941
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,calm,2,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:prism_volume:explicit:correct_partial:calm:repeat0:doubao-seed-2.0-lite,d20681b5b0851692678f
contrast_connective,language,contrast_connective,correct_partial,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:contrast_connective:peer_control:correct_partial:calm:repeat1:glm-5.3,a682622e42971eae8993
right_triangle,mathematics,pythagorean_length,wrong_attempt,frustrated,frustrated,3,explicit,glm-5.3,0,cue_transfer_v4:right_triangle:explicit:wrong_attempt:frustrated:repeat0:glm-5.3,a695c7f291dd08534680
shortest_path,logic_and_data,weighted_graph_path,wrong_attempt,calm,calm,0,explicit,glm-5.3,1,cue_transfer_v4:shortest_path:explicit:wrong_attempt:calm:repeat1:glm-5.3,812e5bab715ef9d281e6
kinetic_energy,science,kinetic_energy,correct_partial,calm,calm,fixed,peer_control,glm-5.3,0,cue_transfer_v4:kinetic_energy:peer_control:correct_partial:calm:repeat0:glm-5.3,a1148b8165abee3d0613
contrast_connective,language,contrast_connective,correct_partial,calm,calm,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:contrast_connective:peer_control:correct_partial:calm:repeat1:deepseek-v4-pro,81a8a02d1378d6102631
algorithm_trace,logic_and_data,loop_accumulation,wrong_attempt,calm,calm,fixed,peer_control,deepseek-v4-pro,1,cue_transfer_v4:algorithm_trace:peer_control:wrong_attempt:calm:repeat1:deepseek-v4-pro,831596b38fb454d6956c
parallel_structure,language,parallel_structure,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:parallel_structure:canonical:correct_partial:calm:repeat0:MiniMax-M3,d5463082260b51fdf1e5
metaphor_identification,language,figurative_metaphor,wrong_attempt,calm,calm,1,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:metaphor_identification:explicit:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,673fb4a6fd2bb8637b9a
signed_temperature,mathematics,signed_integer_addition,correct_partial,frustrated,frustrated,3,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:signed_temperature:explicit:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,1bd3b099c0c2fc2e4271
algorithm_trace,logic_and_data,loop_accumulation,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:algorithm_trace:canonical:wrong_attempt:calm:repeat1:MiniMax-M3,f7f2654a82fd5aaeea32
turning_moment,science,turning_moment,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:turning_moment:peer_control:wrong_attempt:calm:repeat0:MiniMax-M2.7,6cb22d54d7edfd429cb7
turning_moment,science,turning_moment,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:turning_moment:canonical:correct_partial:calm:repeat1:deepseek-v4-pro,d065c3a80b93da0f28fe
passive_voice,language,active_passive_voice,wrong_attempt,frustrated,frustrated,3,implicit,glm-5.3,0,cue_transfer_v4:passive_voice:implicit:wrong_attempt:frustrated:repeat0:glm-5.3,d527d2a61ae47d81f00c
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,frustrated,frustrated,1,implicit,deepseek-v4-pro,1,cue_transfer_v4:distinct_arrangements:implicit:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,7547c371b4cd8315800b
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:sampling_bias:peer_control:correct_partial:calm:repeat0:doubao-seed-2.0-lite,df4c8c1424313738ce40
question_quotation,language,direct_speech_punctuation,wrong_attempt,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:question_quotation:peer_control:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,5a64165fcc10aae00ea4
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,2,explicit,MiniMax-M2.7,0,cue_transfer_v4:prism_volume:explicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,7aa28d0b7378445ec451
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,calm,calm,0,implicit,glm-5.3,1,cue_transfer_v4:trophic_transfer:implicit:wrong_attempt:calm:repeat1:glm-5.3,afc634789236242dd4c6
algorithm_trace,logic_and_data,loop_accumulation,wrong_attempt,frustrated,frustrated,fixed,canonical,glm-5.3,1,cue_transfer_v4:algorithm_trace:canonical:wrong_attempt:frustrated:repeat1:glm-5.3,986f9d3095f359992249
turning_moment,science,turning_moment,correct_partial,frustrated,frustrated,2,explicit,glm-5.3,0,cue_transfer_v4:turning_moment:explicit:correct_partial:frustrated:repeat0:glm-5.3,ebb4e7e89b736fde60d8
binary_place_value,logic_and_data,binary_place_value,wrong_attempt,frustrated,frustrated,2,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:binary_place_value:explicit:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,f0f88c8bd1b77ba1dfec
radioactive_half_life,science,half_life,wrong_attempt,calm,calm,3,implicit,glm-5.3,0,cue_transfer_v4:radioactive_half_life:implicit:wrong_attempt:calm:repeat0:glm-5.3,1bbe20cbea527b75e487
contrast_connective,language,contrast_connective,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:contrast_connective:peer_control:correct_partial:calm:repeat0:MiniMax-M2.7,fda5136c6f985c6b45eb
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,0,explicit,deepseek-v4-pro,1,cue_transfer_v4:contrast_connective:explicit:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,ce56f2d863d39c9be8e4
exponent_product,mathematics,exponent_product,wrong_attempt,calm,calm,1,implicit,MiniMax-M2.7,1,cue_transfer_v4:exponent_product:implicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,33d4590d000f04635386
binary_search_update,logic_and_data,binary_search_interval,wrong_attempt,frustrated,frustrated,1,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:binary_search_update:explicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,a08713f4f29603a13ef7
sampling_bias,logic_and_data,sampling_frame_bias,wrong_attempt,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:sampling_bias:peer_control:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,ffb1ca79d6b24a7be558
contrast_connective,language,contrast_connective,wrong_attempt,frustrated,frustrated,0,explicit,glm-5.3,1,cue_transfer_v4:contrast_connective:explicit:wrong_attempt:frustrated:repeat1:glm-5.3,84f2fd4fc5336f2c15c8
metaphor_identification,language,figurative_metaphor,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:metaphor_identification:canonical:correct_partial:calm:repeat0:deepseek-v4-pro,e1c5437eacb600bfcf1c
triangle_area,mathematics,triangle_area,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,0,cue_transfer_v4:triangle_area:peer_control:correct_partial:frustrated:repeat0:MiniMax-M2.7,0b8fdb34168b431f3ed4
metaphor_identification,language,figurative_metaphor,wrong_attempt,calm,calm,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:metaphor_identification:canonical:wrong_attempt:calm:repeat0:MiniMax-M2.7,9250b4ca30c4d9996d8a
passive_voice,language,active_passive_voice,correct_partial,frustrated,frustrated,2,explicit,MiniMax-M3,0,cue_transfer_v4:passive_voice:explicit:correct_partial:frustrated:repeat0:MiniMax-M3,30f286158bea5f14f08f
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,wrong_attempt,frustrated,frustrated,3,implicit,glm-5.3,0,cue_transfer_v4:pigeonhole_guarantee:implicit:wrong_attempt:frustrated:repeat0:glm-5.3,0aac4831cbba7463da5a
median_order,mathematics,median,correct_partial,frustrated,frustrated,1,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:median_order:explicit:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,7310078eaa121eaed295
question_quotation,language,direct_speech_punctuation,correct_partial,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:question_quotation:peer_control:correct_partial:calm:repeat1:doubao-seed-2.0-lite,4adaeb61cee0d8dfac0b
balance_water_equation,science,chemical_equation_balance,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:balance_water_equation:peer_control:wrong_attempt:calm:repeat1:glm-5.3,658e3b136e5477f6da97
homophone_choice,language,homophone_selection,correct_partial,calm,calm,3,explicit,glm-5.3,0,cue_transfer_v4:homophone_choice:explicit:correct_partial:calm:repeat0:glm-5.3,dc3739458db4bed70722
metaphor_identification,language,figurative_metaphor,correct_partial,calm,calm,1,explicit,glm-5.3,1,cue_transfer_v4:metaphor_identification:explicit:correct_partial:calm:repeat1:glm-5.3,9ebd48b33882e14e4b6d
plural_possession,language,apostrophe_possession,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:plural_possession:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,08f0eb5acadcc769cdf1
shortest_path,logic_and_data,weighted_graph_path,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:shortest_path:canonical:correct_partial:calm:repeat1:MiniMax-M3,d0e4a27984b15e7f1f9b
relative_clause,language,relative_clause_attachment,wrong_attempt,calm,calm,3,explicit,doubao-seed-2.0-lite,0,cue_transfer_v4:relative_clause:explicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,10f3da4672b9feda8c37
contrast_connective,language,contrast_connective,wrong_attempt,calm,calm,1,implicit,glm-5.3,1,cue_transfer_v4:contrast_connective:implicit:wrong_attempt:calm:repeat1:glm-5.3,65ae82b58ec54567e699
exclusive_or,logic_and_data,exclusive_or,correct_partial,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:exclusive_or:peer_control:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,fc8306362ffef4620dae
exponent_product,mathematics,exponent_product,wrong_attempt,frustrated,frustrated,1,implicit,MiniMax-M3,1,cue_transfer_v4:exponent_product:implicit:wrong_attempt:frustrated:repeat1:MiniMax-M3,fab72960c1968542afd8
binary_search_update,logic_and_data,binary_search_interval,correct_partial,calm,calm,2,implicit,glm-5.3,1,cue_transfer_v4:binary_search_update:implicit:correct_partial:calm:repeat1:glm-5.3,44ab48290ca48166e144
metaphor_identification,language,figurative_metaphor,wrong_attempt,frustrated,frustrated,1,explicit,MiniMax-M2.7,1,cue_transfer_v4:metaphor_identification:explicit:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,4dd84ddb6800a2543a22
trophic_transfer,science,trophic_energy_transfer,correct_partial,frustrated,frustrated,0,implicit,MiniMax-M3,1,cue_transfer_v4:trophic_transfer:implicit:correct_partial:frustrated:repeat1:MiniMax-M3,6994c8a8008efb2f1856
median_order,mathematics,median,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:median_order:peer_control:wrong_attempt:calm:repeat0:MiniMax-M3,bb0cb9c150b9e225d7ef
signed_temperature,mathematics,signed_integer_addition,wrong_attempt,frustrated,frustrated,3,explicit,MiniMax-M3,1,cue_transfer_v4:signed_temperature:explicit:wrong_attempt:frustrated:repeat1:MiniMax-M3,cbfd3cadef05da50b946
median_order,mathematics,median,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:median_order:peer_control:wrong_attempt:calm:repeat1:MiniMax-M3,1cc7017562e053d2a2ef
parallel_structure,language,parallel_structure,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:parallel_structure:canonical:correct_partial:calm:repeat1:MiniMax-M3,3d6821c9b2ada2529bb5
relative_clause,language,relative_clause_attachment,correct_partial,calm,calm,0,implicit,MiniMax-M2.7,0,cue_transfer_v4:relative_clause:implicit:correct_partial:calm:repeat0:MiniMax-M2.7,ea09151d74ad875d3421
binary_search_update,logic_and_data,binary_search_interval,correct_partial,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,0,cue_transfer_v4:binary_search_update:canonical:correct_partial:frustrated:repeat0:MiniMax-M2.7,8ec14fbdb4df8a0095ea
binary_place_value,logic_and_data,binary_place_value,correct_partial,frustrated,frustrated,2,explicit,MiniMax-M2.7,0,cue_transfer_v4:binary_place_value:explicit:correct_partial:frustrated:repeat0:MiniMax-M2.7,f6de62a666a6473f110f
relative_clause,language,relative_clause_attachment,correct_partial,frustrated,frustrated,3,explicit,glm-5.3,0,cue_transfer_v4:relative_clause:explicit:correct_partial:frustrated:repeat0:glm-5.3,2d67679399bfa8bfeec0
balance_water_equation,science,chemical_equation_balance,correct_partial,calm,calm,0,implicit,MiniMax-M2.7,1,cue_transfer_v4:balance_water_equation:implicit:correct_partial:calm:repeat1:MiniMax-M2.7,2c7a9cb8890a27b3fae6
radioactive_half_life,science,half_life,correct_partial,calm,calm,3,implicit,glm-5.3,0,cue_transfer_v4:radioactive_half_life:implicit:correct_partial:calm:repeat0:glm-5.3,d7e8c14c14ee1d52c142
gas_volume,science,boyles_law,correct_partial,frustrated,frustrated,2,implicit,doubao-seed-2.0-lite,1,cue_transfer_v4:gas_volume:implicit:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,3640ad8d6d7f6db5869f
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,frustrated,frustrated,0,implicit,glm-5.3,1,cue_transfer_v4:trophic_transfer:implicit:wrong_attempt:frustrated:repeat1:glm-5.3,423a5a90db727f99ba62
prism_volume,mathematics,rectangular_prism_volume,correct_partial,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:prism_volume:peer_control:correct_partial:calm:repeat1:doubao-seed-2.0-lite,6c4c231c76a55716ff61
